what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1357927603679
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1357927603742
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1357927603851
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1357927603898
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1357927603929
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1357927604038
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1357927604054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1357927604881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357927650261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357927674550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357927687077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357928123622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357928128037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357928150282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357928172278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357928179033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1357928186631
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1357928240357
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1357928260809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1357928262587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1357928272509
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1357928273133
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1357928279950
