what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930620542
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930633833
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1357930637156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357930638607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930659371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930660400
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357930664862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930669542
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930671133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930678028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930690961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930702536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930711522
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1357930715328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357930718448
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1357930765357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357930767073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930773048
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930975848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930983414
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930985661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930994615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930995660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1357930998344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357930998718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931007485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931036798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931038061
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1357931040089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357931057156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931069090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931095423
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931095828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931124641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931127356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931128775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931130117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931137995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931139789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931141068
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1357931146497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931150413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931176651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931179084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931180020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931180364
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931188023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1357931195168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931207539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931211127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931215869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931216680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931222328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931236383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931237803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931245026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1357931248739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357931259237
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357931267240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357931283417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931288363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931299782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931300889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931302325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931312168
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931324149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357931334866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931335833
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931337081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931340513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931342339
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1357931356706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357931359343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931365099
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931365255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357931365910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931374194
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931379685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931381994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931387158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931489416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931504782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931507746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931537807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931540927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931542752
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357931543111
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1357931543907
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.1.v201112150204-238534,"overlay.com.android.ide.eclipse.adt.overlay",1357931543907
stopped,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1357931543907
stopped,bundle,org.hibernate.eclipse.jdt.apt.ui,3.4.0.v20120307-2104-H60-Beta1,"org.hibernate.eclipse.jdt.apt.ui",1357931543907
stopped,bundle,org.hibernate.eclipse.jdt.ui,3.4.0.v20120307-2104-H60-Beta1,"org.hibernate.eclipse.jdt.ui",1357931543907
stopped,bundle,org.hibernate.eclipse.mapper,3.4.0.v20120307-2104-H60-Beta1,"org.hibernate.eclipse.mapper",1357931543907
stopped,bundle,org.jboss.tools.hibernate.jpt.ui,3.4.0.v20120307-2104-H60-Beta1,"org.jboss.tools.hibernate.jpt.ui",1357931543907
stopped,bundle,org.jboss.tools.hibernate.jpt.core,3.4.0.v20120307-2104-H60-Beta1,"org.jboss.tools.hibernate.jpt.core",1357931543907
stopped,bundle,org.jboss.tools.hibernate.ui,3.4.0.v20120307-2104-H60-Beta1,"org.jboss.tools.hibernate.ui",1357931543907
stopped,bundle,org.jboss.tools.hibernate3_5,3.4.0.v20120307-2104-H60-Beta1,"org.jboss.tools.hibernate3_5",1357931543907
stopped,bundle,org.jboss.tools.hibernate3_6,3.4.0.v20120307-2104-H60-Beta1,"org.jboss.tools.hibernate3_6",1357931543907
stopped,bundle,org.jboss.tools.hibernate4_0,3.4.0.v20120307-2104-H60-Beta1,"org.jboss.tools.hibernate4_0",1357931543907
stopped,bundle,org.hibernate.eclipse.console,3.4.0.v20120307-2104-H60-Beta1,"org.hibernate.eclipse.console",1357931543922
stopped,bundle,org.jboss.tools.hibernate.xml.ui,3.4.0.v20120307-2104-H60-Beta1,"org.jboss.tools.hibernate.xml.ui",1357931543922
stopped,bundle,org.jboss.tools.common.model.ui,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.model.ui",1357931543922
stopped,bundle,org.jboss.tools.common.text.ext,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.text.ext",1357931543922
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1357931543922
stopped,bundle,org.jboss.tools.common.ui,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.ui",1357931543922
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1357931543922
stopped,bundle,org.hibernate.eclipse.help,3.4.0.v20120307-2104-H60-Beta1,"org.hibernate.eclipse.help",1357931543922
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1357931543922
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1357931543922
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1357931543922
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1357931543922
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1357931543922
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1357931543922
stopped,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1357931543938
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201107221459,"org.eclipse.datatools.connectivity.db.generic.ui",1357931543938
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1357931543938
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1357931543938
stopped,bundle,com.google.appengine.eclipse.datatools,2.6.1.v201205091048-rel-r37,"com.google.appengine.eclipse.datatools",1357931543938
stopped,bundle,com.google.appengine.eclipse.webtools,2.6.1.v201205091048-rel-r37,"com.google.appengine.eclipse.webtools",1357931543938
stopped,bundle,com.google.gdt.eclipse.appengine.rpc,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.appengine.rpc",1357931543938
stopped,bundle,com.google.gdt.eclipse.gph.e36,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.gph.e36",1357931543938
stopped,bundle,com.google.gdt.eclipse.gph.hge,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.gph.hge",1357931543938
stopped,bundle,com.google.gdt.eclipse.gph.subclipse,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.gph.subclipse",1357931543938
stopped,bundle,com.google.gdt.eclipse.gph.subversive,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.gph.subversive",1357931543938
stopped,bundle,com.google.gdt.eclipse.suite.ext,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.suite.ext",1357931543938
stopped,bundle,com.google.gdt.eclipse.gph,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.gph",1357931543938
stopped,bundle,com.google.gdt.eclipse.maven.e37,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.maven.e37",1357931543938
stopped,bundle,com.google.gdt.eclipse.maven,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.maven",1357931543938
stopped,bundle,com.google.gdt.eclipse.suite,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.suite",1357931543953
stopped,bundle,com.google.gdt.eclipse.appsmarketplace,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.appsmarketplace",1357931543953
stopped,bundle,com.google.gdt.eclipse.managedapis,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.managedapis",1357931543953
stopped,bundle,com.google.appengine.eclipse.core,2.6.1.v201205091048-rel-r37,"com.google.appengine.eclipse.core",1357931543953
stopped,bundle,com.google.gdt.eclipse.login,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.login",1357931543953
stopped,bundle,com.google.gwt.eclipse.oophm,2.6.1.v201205091048-rel-r37,"com.google.gwt.eclipse.oophm",1357931543953
stopped,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.v201205091048-rel-r37,"com.google.gwt.eclipse.sdkbundle",1357931543953
stopped,bundle,com.google.gwt.eclipse.core,2.6.1.v201205091048-rel-r37,"com.google.gwt.eclipse.core",1357931544078
stopped,bundle,com.google.gdt.eclipse.core,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.core",1357931544078
stopped,bundle,com.google.gdt.eclipse.platform,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.platform",1357931544078
stopped,bundle,com.google.gdt.eclipse.platform.e36,1.4.2.v201012211742,"com.google.gdt.eclipse.platform.e36",1357931544078
stopped,bundle,com.google.gdt.eclipse.platform.e37,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.platform.e37",1357931544078
stopped,bundle,com.google.gdt.eclipse.platform.shared,2.6.1.v201205091048-rel-r37,"com.google.gdt.eclipse.platform.shared",1357931544078
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1357931544078
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1357931544078
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1357931544078
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1357931544078
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1357931544078
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1357931544078
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1357931544078
stopped,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1357931544078
stopped,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1357931544078
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1357931544078
stopped,bundle,org.jboss.tools.hibernate.xml,3.4.0.v20120307-2104-H60-Beta1,"org.jboss.tools.hibernate.xml",1357931544078
stopped,bundle,org.jboss.tools.common.model,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.model",1357931544094
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1357931544094
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1357931544094
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1357931544094
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1357931544094
stopped,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1357931544094
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1357931544094
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1357931544094
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1357931544094
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,2.5.0.r37x201112291029,"com.google.gdt.eclipse.designer.UiBinder",1357931544094
stopped,bundle,com.google.gdt.eclipse.designer.gpe,2.5.0.r37x201201030222,"com.google.gdt.eclipse.designer.gpe",1357931544094
stopped,bundle,com.google.gdt.eclipse.designer,2.5.0.r37x201112291029,"com.google.gdt.eclipse.designer",1357931544094
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1357931544094
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1357931544094
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1357931544094
stopped,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1357931544094
stopped,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1357931544141
stopped,bundle,org.eclipse.jpt.jpa.db,2.0.0.v201105030000,"org.eclipse.jpt.jpa.db",1357931544141
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v201107221501,"org.eclipse.datatools.enablement.jdt.classpath",1357931544141
stopped,bundle,org.eclipse.jpt.common.ui,1.0.1.v201201260000,"org.eclipse.jpt.common.ui",1357931544141
stopped,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1357931544141
stopped,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1357931544141
stopped,bundle,org.eclipse.jst.common.ui,1.0.101.v201201262000,"org.eclipse.jst.common.ui",1357931544141
stopped,bundle,org.jboss.tools.common.validation,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.validation",1357931544141
stopped,bundle,org.jboss.tools.common.el.core,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.el.core",1357931544141
stopped,bundle,org.jboss.tools.common.resref.core,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.resref.core",1357931544141
stopped,bundle,org.jboss.tools.common.text.xml,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.text.xml",1357931544141
stopped,bundle,org.jboss.tools.common,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common",1357931544141
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.FormLayout",1357931544141
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.MigLayout",1357931544141
stopped,bundle,org.eclipse.wb.swing.databinding,1.1.0.r37x201109091143,"org.eclipse.wb.swing.databinding",1357931544141
stopped,bundle,org.eclipse.wb.swing.java6,1.1.0.r37x201109091143,"org.eclipse.wb.swing.java6",1357931544141
stopped,bundle,org.eclipse.wb.swing.jsr296,1.1.0.r37x201109091143,"org.eclipse.wb.swing.jsr296",1357931544141
stopped,bundle,org.eclipse.wb.swing,1.1.0.r37x201109091143,"org.eclipse.wb.swing",1357931544141
stopped,bundle,org.eclipse.wb.core.ui,1.1.0.r37x201109091028,"org.eclipse.wb.core.ui",1357931544156
stopped,bundle,org.eclipse.wb.layout.group,1.1.0.r37x201109091112,"org.eclipse.wb.layout.group",1357931544156
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.5.0.r37x201112291019,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1357931544156
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.5.0.r37x201112291019,"com.google.gdt.eclipse.designer.hosted.2_0",1357931544156
